# Based on https://download.01.org/perfmon/IVB/ivybridge_core_v21.json
# Applies to processors with family-model in {6-3A}

# Cases when loads get true Block-on-Store blocking code preventing store forwarding
03.02 LD_BLOCKS.STORE_FORWARD
# Loads with latency value being above 32
CD.01.MSR_3F6H=0x20.CTR=3.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_32

# Loads with latency value being above 512
CD.01.MSR_3F6H=0x200.CTR=3.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_512

# Loads with latency value being above 4
CD.01.MSR_3F6H=0x4.CTR=3.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4

# Loads with latency value being above 64
CD.01.MSR_3F6H=0x40.CTR=3.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_64

# Loads with latency value being above 8
CD.01.MSR_3F6H=0x8.CTR=3.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_8

# Loads with latency value being above 128
CD.01.MSR_3F6H=0x80.CTR=3.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_128

# Sample stores and collect precise store operation via PEBS record. PMC3 only.
CD.02.CTR=3.TakenAlone MEM_TRANS_RETIRED.PRECISE_STORE

# Retired load uops that miss the STLB. (Precise Event)
D0.11 MEM_UOPS_RETIRED.STLB_MISS_LOADS

# Retired store uops that miss the STLB. (Precise Event)
D0.12 MEM_UOPS_RETIRED.STLB_MISS_STORES

# Retired load uops with locked access. (Precise Event)
D0.21 MEM_UOPS_RETIRED.LOCK_LOADS

# Retired load uops that split across a cacheline boundary. (Precise Event)
D0.41 MEM_UOPS_RETIRED.SPLIT_LOADS

# Retired store uops that split across a cacheline boundary. (Precise Event)
D0.42 MEM_UOPS_RETIRED.SPLIT_STORES

# All retired load uops. (Precise Event)
D0.81 MEM_UOPS_RETIRED.ALL_LOADS

# All retired store uops. (Precise Event)
D0.82 MEM_UOPS_RETIRED.ALL_STORES

# Retired load uops with L1 cache hits as data sources.
D1.01 MEM_LOAD_UOPS_RETIRED.L1_HIT

# Retired load uops with L2 cache hits as data sources.
D1.02 MEM_LOAD_UOPS_RETIRED.L2_HIT

# Retired load uops which data sources were data hits in LLC without snoops required.
D1.04 MEM_LOAD_UOPS_RETIRED.LLC_HIT

# Retired load uops which data sources following L1 data-cache miss.
D1.08 MEM_LOAD_UOPS_RETIRED.L1_MISS

# Retired load uops with L2 cache misses as data sources.
D1.10 MEM_LOAD_UOPS_RETIRED.L2_MISS

# Miss in last-level (L3) cache. Excludes Unknown data-source.
D1.20 MEM_LOAD_UOPS_RETIRED.LLC_MISS

# Retired load uops which data sources were load uops missed L1 but hit FB due to preceding miss to the same cache line with data not ready.
D1.40 MEM_LOAD_UOPS_RETIRED.HIT_LFB

# Retired load uops which data sources were LLC hit and cross-core snoop missed in on-pkg core cache.
D2.01 MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_MISS

# Retired load uops which data sources were LLC and cross-core snoop hits in on-pkg core cache.
D2.02 MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_HIT

# Retired load uops which data sources were HitM responses from shared LLC.
D2.04 MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_HITM

# Retired load uops which data sources were hits in LLC without snoops required.
D2.08 MEM_LOAD_UOPS_LLC_HIT_RETIRED.XSNP_NONE

# Retired load uops which data sources missed LLC but serviced from local dram.
D3.01 MEM_LOAD_UOPS_LLC_MISS_RETIRED.LOCAL_DRAM

# Counts the total number when the front end is resteered, mainly when the BPU cannot provide a correct prediction and this is corrected by other branch handling mechanisms at the front end.
E6.1F BACLEARS.ANY

# Demand Data Read requests that access L2 cache
F0.01 L2_TRANS.DEMAND_DATA_RD

# RFO requests that access L2 cache
F0.02 L2_TRANS.RFO

# L2 cache accesses when fetching instructions
F0.04 L2_TRANS.CODE_RD

# L2 or LLC HW prefetches that access L2 cache
F0.08 L2_TRANS.ALL_PF

# L1D writebacks that access L2 cache
F0.10 L2_TRANS.L1D_WB

# L2 fill requests that access L2 cache
F0.20 L2_TRANS.L2_FILL

# L2 writebacks that access L2 cache
F0.40 L2_TRANS.L2_WB

# Transactions accessing L2 pipe
F0.80 L2_TRANS.ALL_REQUESTS

# L2 cache lines in I state filling L2
F1.01 L2_LINES_IN.I

# L2 cache lines in S state filling L2
F1.02 L2_LINES_IN.S

# L2 cache lines in E state filling L2
F1.04 L2_LINES_IN.E

# L2 cache lines filling L2
F1.07 L2_LINES_IN.ALL

# Clean L2 cache lines evicted by demand
F2.01 L2_LINES_OUT.DEMAND_CLEAN

# Dirty L2 cache lines evicted by demand
F2.02 L2_LINES_OUT.DEMAND_DIRTY

# Clean L2 cache lines evicted by L2 prefetch
F2.04 L2_LINES_OUT.PF_CLEAN

# Dirty L2 cache lines evicted by L2 prefetch
F2.08 L2_LINES_OUT.PF_DIRTY

# Dirty L2 cache lines filling the L2
F2.0A L2_LINES_OUT.DIRTY_ALL

# Split locks in SQ
F4.10 SQ_MISC.SPLIT_LOCK
