# Based on https://download.01.org/perfmon/TGL/tigerlake_core_v1.05.json
# Applies to processors with family-model in {6-8C, 6-8D}

# Loads blocked due to overlapping with a preceding store that cannot be forwarded.
03.02 LD_BLOCKS.STORE_FORWARD
# Retired load instructions missed L3 cache as data sources
D1.20 MEM_LOAD_RETIRED.L3_MISS

# Number of completed demand load requests that missed the L1, but hit the FB(fill buffer), because a preceding miss to the same cacheline initiated the line to be brought into L1, but data is not yet ready in L1.
D1.40 MEM_LOAD_RETIRED.FB_HIT

# Retired load instructions whose data sources were L3 hit and cross-core snoop missed in on-pkg core cache.
D2.01 MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS

# TBD
D2.02 MEM_LOAD_L3_HIT_RETIRED.XSNP_NO_FWD

# TBD
D2.04 MEM_LOAD_L3_HIT_RETIRED.XSNP_FWD

# Retired load instructions whose data sources were hits in L3 without snoops required
D2.08 MEM_LOAD_L3_HIT_RETIRED.XSNP_NONE

# Counts the total number when the front end is resteered, mainly when the BPU cannot provide a correct prediction and this is corrected by other branch handling mechanisms at the front end.
E6.01 BACLEARS.ANY

# Cycle counts are evenly distributed between active threads in the Core.
EC.02 CPU_CLK_UNHALTED.DISTRIBUTED

# L2 writebacks that access L2 cache
F0.40 L2_TRANS.L2_WB

# L2 cache lines filling L2
F1.1F L2_LINES_IN.ALL

# Non-modified cache lines that are silently dropped by L2 cache when triggered by an L2 cache fill.
F2.01 L2_LINES_OUT.SILENT

# Modified cache lines that are evicted by L2 cache when triggered by an L2 cache fill.
F2.02 L2_LINES_OUT.NON_SILENT

# Cycles the superQ cannot take any more entries.
F4.04 SQ_MISC.SQ_FULL
