# Based on https://download.01.org/perfmon/SKL/skylake_core_v52.json
# Applies to processors with family-model in {6-4E, 6-5E, 6-8E, 6-9E, 6-A5, 6-A6}

# Loads blocked due to overlapping with a preceding store that cannot be forwarded.
03.02 LD_BLOCKS.STORE_FORWARD
# Counts once for most SIMD scalar computational double precision floating-point instructions retired. Counts twice for DPP and FM(N)ADD/SUB instructions retired.
C7.01 FP_ARITH_INST_RETIRED.SCALAR_DOUBLE

# Counts once for most SIMD scalar computational single precision floating-point instructions retired. Counts twice for DPP and FM(N)ADD/SUB instructions retired.
C7.02 FP_ARITH_INST_RETIRED.SCALAR_SINGLE

# Counts once for most SIMD 128-bit packed computational double precision floating-point instructions retired. Counts twice for DPP and FM(N)ADD/SUB instructions retired.
C7.04 FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE

# Counts once for most SIMD 128-bit packed computational single precision floating-point instruction retired. Counts twice for DPP and FM(N)ADD/SUB instructions retired.
C7.08 FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE

# Counts once for most SIMD 256-bit packed double computational precision floating-point instructions retired. Counts twice for DPP and FM(N)ADD/SUB instructions retired.
C7.10 FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE

# Counts once for most SIMD 256-bit packed single computational precision floating-point instructions retired. Counts twice for DPP and FM(N)ADD/SUB instructions retired.
C7.20 FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE

# Number of times an HLE execution started.
C8.01 HLE_RETIRED.START

# Number of times an HLE execution successfully committed
C8.02 HLE_RETIRED.COMMIT

# Number of times an HLE execution aborted due to any reasons (multiple categories may count as one). 
C8.04 HLE_RETIRED.ABORTED

# Number of times an HLE execution aborted due to various memory events (e.g., read/write capacity and conflicts).
C8.08 HLE_RETIRED.ABORTED_MEM

# Number of times an HLE execution aborted due to hardware timer expiration.
C8.10 HLE_RETIRED.ABORTED_TIMER

# Number of times an HLE execution aborted due to HLE-unfriendly instructions and certain unfriendly events (such as AD assists etc.).
C8.20 HLE_RETIRED.ABORTED_UNFRIENDLY

# Number of times an HLE execution aborted due to incompatible memory type
C8.40 HLE_RETIRED.ABORTED_MEMTYPE

# Number of times an HLE execution aborted due to unfriendly events (such as interrupts).
C8.80 HLE_RETIRED.ABORTED_EVENTS

# Number of times an RTM execution started.
C9.01 RTM_RETIRED.START

# Number of times an RTM execution successfully committed
C9.02 RTM_RETIRED.COMMIT

# Number of times an RTM execution aborted due to any reasons (multiple categories may count as one). 
C9.04 RTM_RETIRED.ABORTED

# Number of times an RTM execution aborted due to various memory events (e.g. read/write capacity and conflicts)
C9.08 RTM_RETIRED.ABORTED_MEM

# Number of times an RTM execution aborted due to uncommon conditions.
C9.10 RTM_RETIRED.ABORTED_TIMER

# Number of times an RTM execution aborted due to HLE-unfriendly instructions
C9.20 RTM_RETIRED.ABORTED_UNFRIENDLY

# Number of times an RTM execution aborted due to incompatible memory type
C9.40 RTM_RETIRED.ABORTED_MEMTYPE

# Number of times an RTM execution aborted due to none of the previous 4 categories (e.g. interrupt)
C9.80 RTM_RETIRED.ABORTED_EVENTS

# Cycles with any input/output SSE or FP assist
CA.1E.CMSK=1 FP_ASSIST.ANY

# Number of hardware interrupts received by the processor.
CB.01 HW_INTERRUPTS.RECEIVED

# Increments whenever there is an update to the LBR array.
CC.20 ROB_MISC_EVENTS.LBR_INSERTS

# Number of retired PAUSE instructions (that do not end up with a VMExit to the VMM; TSX aborted Instructions may be counted). This event is not supported on first SKL and KBL products.
CC.40 ROB_MISC_EVENTS.PAUSE_INST

# Counts randomly selected loads when the latency from first dispatch to completion is greater than 16 cycles.
CD.01.MSR_3F6H=0x10.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_16

# Counts randomly selected loads when the latency from first dispatch to completion is greater than 256 cycles.
CD.01.MSR_3F6H=0x100.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_256

# Counts randomly selected loads when the latency from first dispatch to completion is greater than 32 cycles.
CD.01.MSR_3F6H=0x20.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_32

# Counts randomly selected loads when the latency from first dispatch to completion is greater than 512 cycles.
CD.01.MSR_3F6H=0x200.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_512

# Counts randomly selected loads when the latency from first dispatch to completion is greater than 4 cycles.
CD.01.MSR_3F6H=0x4.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_4

# Counts randomly selected loads when the latency from first dispatch to completion is greater than 64 cycles.
CD.01.MSR_3F6H=0x40.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_64

# Counts randomly selected loads when the latency from first dispatch to completion is greater than 8 cycles.
CD.01.MSR_3F6H=0x8.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_8

# Counts randomly selected loads when the latency from first dispatch to completion is greater than 128 cycles.
CD.01.MSR_3F6H=0x80.TakenAlone MEM_TRANS_RETIRED.LOAD_LATENCY_GT_128

# Retired load instructions that miss the STLB.
D0.11 MEM_INST_RETIRED.STLB_MISS_LOADS

# Retired store instructions that miss the STLB.
D0.12 MEM_INST_RETIRED.STLB_MISS_STORES

# Retired load instructions with locked access.
D0.21 MEM_INST_RETIRED.LOCK_LOADS

# Retired load instructions that split across a cacheline boundary.
D0.41 MEM_INST_RETIRED.SPLIT_LOADS

# Retired store instructions that split across a cacheline boundary.
D0.42 MEM_INST_RETIRED.SPLIT_STORES

# All retired load instructions.
D0.81 MEM_INST_RETIRED.ALL_LOADS

# All retired store instructions.
D0.82 MEM_INST_RETIRED.ALL_STORES

# All retired memory instructions.
D0.83 MEM_INST_RETIRED.ANY

# Retired load instructions with L1 cache hits as data sources
D1.01 MEM_LOAD_RETIRED.L1_HIT

# Retired load instructions with L2 cache hits as data sources
D1.02 MEM_LOAD_RETIRED.L2_HIT

# Retired load instructions with L3 cache hits as data sources
D1.04 MEM_LOAD_RETIRED.L3_HIT

# Retired load instructions missed L1 cache as data sources
D1.08 MEM_LOAD_RETIRED.L1_MISS

# Retired load instructions missed L2 cache as data sources
D1.10 MEM_LOAD_RETIRED.L2_MISS

# Retired load instructions missed L3 cache as data sources
D1.20 MEM_LOAD_RETIRED.L3_MISS

# Retired load instructions which data sources were load missed L1 but hit FB due to preceding miss to the same cache line with data not ready
D1.40 MEM_LOAD_RETIRED.FB_HIT

# Retired load instructions which data sources were L3 hit and cross-core snoop missed in on-pkg core cache.
D2.01 MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS

# Retired load instructions which data sources were L3 and cross-core snoop hits in on-pkg core cache
D2.02 MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT

# Retired load instructions which data sources were HitM responses from shared L3
D2.04 MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM

# Retired load instructions which data sources were hits in L3 without snoops required
D2.08 MEM_LOAD_L3_HIT_RETIRED.XSNP_NONE

# Retired instructions with at least 1 uncacheable load or lock.
D4.04 MEM_LOAD_MISC_RETIRED.UC

# Counts the total number when the front end is resteered, mainly when the BPU cannot provide a correct prediction and this is corrected by other branch handling mechanisms at the front end.
E6.01 BACLEARS.ANY

# L2 writebacks that access L2 cache
F0.40 L2_TRANS.L2_WB

# L2 cache lines filling L2
F1.1F L2_LINES_IN.ALL

# Counts the number of lines that are silently dropped by L2 cache when triggered by an L2 cache fill. These lines are typically in Shared or Exclusive state. A non-threaded event.
F2.01 L2_LINES_OUT.SILENT

# Counts the number of lines that are evicted by L2 cache when triggered by an L2 cache fill. Those lines are in Modified state. Modified lines are written back to L3
F2.02 L2_LINES_OUT.NON_SILENT

# Counts the number of lines that have been hardware prefetched but not used and now evicted by L2 cache
F2.04 L2_LINES_OUT.USELESS_HWPF

# This event is deprecated. Refer to new event L2_LINES_OUT.USELESS_HWPF
F2.04 L2_LINES_OUT.USELESS_PREF

# Number of cache line split locks sent to uncore.
F4.10 SQ_MISC.SPLIT_LOCK
